nonstereo_aromatic_smiles,pPot,chembl_cid,chembl_tid
CNc1ncc2cc(-c3cc(C(=O)Nc4cc(C(F)(F)F)ccc4OC4CCN(C)CC4)ccc3C)ccc2n1,7.769551078621726,CHEMBL386661,CHEMBL279
CNc1ncc2cc(-c3cc(C(=O)Nc4cc(C(F)(F)F)ccc4OC4CCN(C)CC4)ccc3C)ccc2n1,8.045757490560675,CHEMBL386661,CHEMBL260
CNc1ncc2cc(-c3cc(C(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)ccc3C)ccc2n1,8.522878745280337,CHEMBL215019,CHEMBL279
CNc1ncc2cc(-c3cc(C(=O)Nc4ccc(Cl)c(C(F)(F)F)c4)ccc3C)ccc2n1,7.853871964321762,CHEMBL215019,CHEMBL260
CNc1ncc2cc(-c3cc(C(=O)Nc4ccc(Cl)c(C(F)(F)F)c4C)ccc3C)ccc2n1,7.67778070526608,CHEMBL212183,CHEMBL279
CNc1ncc2cc(-c3cc(C(=O)Nc4ccc(Cl)c(C(F)(F)F)c4C)ccc3C)ccc2n1,6.856985199745905,CHEMBL212183,CHEMBL260
CNc1ncc2cc(-c3cc(C(=O)Nc4ccc(OC5CCN(C)CC5)cc4)ccc3C)ccc2n1,8.096910013008056,CHEMBL427226,CHEMBL279
CNc1ncc2cc(-c3cc(C(=O)Nc4ccc(OC5CCN(C)CC5)cc4)ccc3C)ccc2n1,7.031517051446065,CHEMBL427226,CHEMBL260
CNc1ncc2cc(-c3cc(C(=O)Nc4cccc(C(F)(F)F)c4)ccc3C)ccc2n1,9.0,CHEMBL212964,CHEMBL279
CNc1ncc2cc(-c3cc(C(=O)Nc4cccc(C(F)(F)F)c4)ccc3C)ccc2n1,8.698970004336019,CHEMBL212964,CHEMBL260
CNc1ncc2cc(-c3cc(C(=O)Nc4cccc(C(F)(F)F)c4C)ccc3C)ccc2n1,8.096910013008056,CHEMBL215969,CHEMBL279
CNc1ncc2cc(-c3cc(C(=O)Nc4cccc(C(F)(F)F)c4C)ccc3C)ccc2n1,7.301029995663981,CHEMBL215969,CHEMBL260
CNc1ncc2cc(-c3cc(C(=O)Nc4cccc5c4CCC5)ccc3C)ccc2n1,7.318758762624412,CHEMBL427233,CHEMBL279
CNc1ncc2cc(-c3cc(C(=O)Nc4cccc5c4CCC5)ccc3C)ccc2n1,7.67778070526608,CHEMBL427233,CHEMBL260
CNc1ncc2cc(-c3cc(NC(=O)NCCC(C)(C)C)c(F)cc3C)c(C)nc2n1,5.4089353929735005,CHEMBL3577124,CHEMBL279
CNc1ncc2cc(-c3cc(NC(=O)NCCC(C)(C)C)c(F)cc3C)cnc2n1,5.721246399047171,CHEMBL3577123,CHEMBL279
CNc1ncc2cc(-c3cc(NC(=O)Nc4cccc(C(F)(F)F)c4)ccc3C)ccc2n1,7.2839966563652,CHEMBL424719,CHEMBL279
CNc1ncc2cc(-c3cc(NC(=O)Nc4cccc(C(F)(F)F)c4)ccc3C)ccc2n1,8.301029995663981,CHEMBL424719,CHEMBL260
CNc1ncc2cc(-c3cc(NC(=O)c4cccc(C(F)(F)F)c4)ccc3C)ccc2n1,8.301029995663981,CHEMBL212128,CHEMBL279
CNc1ncc2cc(-c3cc(NC(=O)c4cccc(C(F)(F)F)c4)ccc3C)ccc2n1,9.045757490560677,CHEMBL212128,CHEMBL260
CNc1ncc2cc(-c3cc(Nc4nc5cc(C(F)(F)F)ccc5[nH]4)ccc3C)ccc2n1,5.842241113953136,CHEMBL213478,CHEMBL279
CNc1ncc2cc(-c3cc(Nc4nc5cc(C(F)(F)F)ccc5[nH]4)ccc3C)ccc2n1,6.557520230935552,CHEMBL213478,CHEMBL260
CNc1ncc2cc(-c3ccc(F)c(NC(=O)NCCC(C)(C)C)c3)c(C)nc2n1,6.1249387366083,CHEMBL3577119,CHEMBL279
CNc1ncc2cc(Oc3ccc(F)cc3F)c(=O)n(C)c2n1,6.585026652029182,CHEMBL1766573,CHEMBL260
CNc1nccc(-c2cccnc2Oc2cc(C(=O)Nc3cc(C4CCCCC4)ccc3OC)ccc2C)n1,7.154901959985743,CHEMBL220550,CHEMBL279
CNc1nccc(-c2cccnc2Oc2cc(C(=O)Nc3cccc(C(F)(F)F)c3)ccc2C)n1,8.522878745280337,CHEMBL218632,CHEMBL279
CNc1nccc(Oc2ccc3c(C(=O)Nc4ccc(Cl)cc4)cccc3c2)n1,7.339988778710669,CHEMBL413933,CHEMBL279
CNc1nccn(-c2cc(C(=O)NC3CC3)ccc2C)c1=O,6.0999990348465305,CHEMBL4798384,CHEMBL260
CNc1ncnc(-c2cccnc2Oc2cc(C(=O)Nc3cccc(C(F)(F)F)c3)ccc2C)n1,7.013228265733755,CHEMBL426211,CHEMBL279
CNc1nnc(-c2cn3ncnc(Nc4cnc5[nH]c(C)cc5c4)c3c2C(C)C)o1,7.602059991327962,CHEMBL409442,CHEMBL279
CNc1nnc(Cn2nc(Cc3ccc([N+](=O)[O-])cc3)c3onc(C)c3c2=O)s1,5.221848749616356,CHEMBL2018565,CHEMBL230
COC(=N)c1nc2ccc3ncnc(Nc4ccc(Cl)cc4Cl)c3c2s1,6.655607726314889,CHEMBL2386747,CHEMBL262
COC(=N)c1nc2ccc3ncnc(Nc4ccc(OC)cc4F)c3c2s1,6.844663962534938,CHEMBL3894571,CHEMBL262
COC(=O)C(=Cc1ccc(C(F)(F)F)cc1)CSc1nc2ccccc2o1,5.530177984021837,CHEMBL3234224,CHEMBL230
COC(=O)C(=Cc1ccc(OC)cc1)CSc1nc2ccccc2o1,5.3223930472795065,CHEMBL3234225,CHEMBL230
COC(=O)C(=Cc1ccc2ccccc2c1)CSc1nc2ccccc2o1,5.362510270487489,CHEMBL3234226,CHEMBL230
COC(=O)C(=Cc1ccc2ccccc2c1)CSc1nc2ccccc2s1,5.53313237964589,CHEMBL3234231,CHEMBL230
COC(=O)C(C)(C)N1CCC(c2cc(-c3ccc(F)cc3Cl)c3ccc(=O)n(-c4c(Cl)cccc4Cl)c3c2)CC1,8.173925197299173,CHEMBL199632,CHEMBL260
COC(=O)C(C)N1CCC(c2cc(-c3ccc(F)cc3Cl)c3ccc(=O)n(-c4c(Cl)cccc4Cl)c3c2)CC1,8.09151498112135,CHEMBL199316,CHEMBL260
COC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)CNC(=O)C(NC(=O)OCc1ccccc1)C(C)C,7.096910013008056,CHEMBL3809842,CHEMBL230
COC(=O)C(C)NC(=O)C1CCCN1C(=O)CNC(=O)C(C)N,6.221848749616356,CHEMBL4473503,CHEMBL230
COC(=O)C(CC(C)C)NC(=O)C(Cc1ccccc1)NC(=O)CNC(=O)CN,7.221848749616356,CHEMBL3809156,CHEMBL230
COC(=O)C(CC(C)C)NC(=O)CNC(=O)C(N)C(C)C,5.0,CHEMBL3809922,CHEMBL230
COC(=O)C(Cc1ccc(O)cc1)n1cc(COc2nc(Cl)nc(N3CCCC3)n2)nn1,5.3979400086720375,CHEMBL4635571,CHEMBL230
COC(=O)C(Cc1ccc(O)cc1)n1cc(COc2nc(Cl)nc(N3CCOCC3)n2)nn1,5.522878745280337,CHEMBL4644265,CHEMBL230
COC(=O)C(Cc1ccccc1)Nc1nc(Cl)nc(Nc2ccc(N3CCOCC3=O)cc2)n1,5.096910013008056,CHEMBL4649027,CHEMBL230
COC(=O)C(Cc1ccccc1)n1cc(COc2nc(Cl)nc(N3CCCC3)n2)nn1,5.221848749616356,CHEMBL4645058,CHEMBL230
COC(=O)C(Cc1ccccc1)n1cc(COc2nc(Cl)nc(N3CCOCC3)n2)nn1,6.698970004336019,CHEMBL4634582,CHEMBL230
COC(=O)C(Cc1ccccc1)n1cc(COc2nc(Cl)nc(Nc3ccc(Cl)cc3)n2)nn1,5.096910013008056,CHEMBL4649179,CHEMBL230
COC(=O)C(Cc1ccccc1)n1cc(COc2nc(Cl)nc(Nc3ccc(N4CCOCC4=O)cc3)n2)nn1,5.045757490560675,CHEMBL4635388,CHEMBL230
COC(=O)C(Cc1ccccn1)NC(=O)CCCCCCCC(=O)NO,5.394164796901312,CHEMBL2417785_CHEMBL2417786,CHEMBL1865
COC(=O)C(N)Cc1ccc(Oc2nc(Cl)nc(N3CCCCC3)n2)cc1,5.301029995663981,CHEMBL4639953,CHEMBL230
COC(=O)C(N)Cc1ccc(Oc2nc(Cl)nc(Nc3ccc(N4CCOCC4=O)cc3)n2)cc1,6.221848749616356,CHEMBL4171075,CHEMBL230
COC(=O)C(N)Cc1cn(-c2nc(Cl)nc(N3CCCCC3)n2)c2ccccc12,7.698970004336019,CHEMBL4640256,CHEMBL230
COC(=O)C(N)Cc1cn(-c2nc(Cl)nc(Nc3ccc(N4CCOCC4=O)cc3)n2)c2ccccc12,7.522878745280337,CHEMBL4640817,CHEMBL230
COC(=O)C(NC(=O)C(C)NC(=O)CN)C(C)C,5.096910013008056,CHEMBL3808663,CHEMBL230
COC(=O)C(NC(=O)C(C)NC(=O)CNC(=O)OCc1ccccc1)C(C)C,7.0,CHEMBL3808627,CHEMBL230
COC(=O)C1(O)CC2OC1(C)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,7.484769829295999,CHEMBL281948_CHEMBL416056_CHEMBL94678,CHEMBL279
COC(=O)C1=C(C)OP(=O)(OC)CC1,5.301029995663981,CHEMBL592857,CHEMBL220
COC(=O)C1=C(C)OP(=O)(OC)OCC1,5.985064717998023,CHEMBL3736339,CHEMBL220
COC(=O)C1=C(Nc2ccc(Br)cc2)CC(c2ccc(C)cc2)N(c2ccc(Br)cc2)C1c1ccc(C)cc1,5.606000360705254,CHEMBL3597005,CHEMBL220
COC(=O)C1=C(Nc2ccc(Br)cc2)CC(c2ccc(Cl)cc2)N(c2ccc(Br)cc2)C1c1ccc(Cl)cc1,6.056001243480467,CHEMBL3597063,CHEMBL220
COC(=O)C1=C(Nc2ccc(C)cc2)CC(c2ccc(C)cc2)N(c2ccc(C)cc2)C1c1ccc(C)cc1,5.168999684432127,CHEMBL3597004,CHEMBL220
COC(=O)C1=C(Nc2ccc(Cl)cc2)CC(c2ccc(C)cc2)N(c2ccc(Cl)cc2)C1c1ccc(C)cc1,5.6680000958699015,CHEMBL3597006,CHEMBL220
COC(=O)C1=C(Nc2ccc(Cl)cc2)CC(c2ccc(F)cc2)N(c2ccc(Cl)cc2)C1c1ccc(F)cc1,6.14899863389229,CHEMBL3597059,CHEMBL220
COC(=O)C1=C(Nc2ccc(F)cc2)CC(c2ccc(F)cc2)N(c2ccc(F)cc2)C1c1ccc(F)cc1,5.49499933607313,CHEMBL3597058,CHEMBL220
COC(=O)C1=C(Nc2ccccc2)CC(c2ccc(C)cc2)N(c2ccccc2)C1c1ccc(C)cc1,5.242000023493485,CHEMBL3597002,CHEMBL220
COC(=O)C1=C(Nc2ccccc2)CC(c2ccc(Cl)cc2)N(c2ccccc2)C1c1ccc(Cl)cc1,6.056001243480467,CHEMBL3597061,CHEMBL220
COC(=O)C1=C(Nc2ccccc2)CC(c2ccccc2)N(c2ccccc2)C1c1ccccc1,5.18600026263205,CHEMBL3597001,CHEMBL220
COC(=O)C1=C(Nc2ccccc2Cl)OC(=Cc2c[nH]c3ncccc23)C1=O,7.292429823902063,CHEMBL4089159,CHEMBL262
COC(=O)C1CCC2(C)C(CCC3(C)C2CC=C2C4CC(C)(C)CCC4(C(=O)O)CCC23C)C1(C)C,5.657577319177793,CHEMBL503071,CHEMBL230
COC(=O)C1CCCN1C(=O)CNC(=O)C(C)NC(=O)OCc1ccccc1,6.522878745280337,CHEMBL4529874,CHEMBL230
COC(=O)C1OC2OC1C(=S)N(Cc1ccccc1)C2Cc1ccccc1,5.585026652029182,CHEMBL4094980,CHEMBL4822
COC(=O)C1OCC(=S)NC1c1ccc(OC)cc1,5.2441251443275085,CHEMBL4648247,CHEMBL4822
COC(=O)C1SCCN1C(=O)CC(N)Cc1cc(F)c(F)cc1F,6.690369832574101,CHEMBL1683477,CHEMBL284
COC(=O)C=C(C)NC=CC(=O)c1ccc(NC(=S)Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)cc1,7.244125144327507,CHEMBL4227378,CHEMBL279
COC(=O)C=Cc1ccc(O)c(OC)c1,5.7447274948966935,CHEMBL32969,CHEMBL2409
COC(=O)CC1=NOC2C3CCC(C3)C2C1c1ccccc1,5.200659450546418,CHEMBL3360758,CHEMBL220
COC(=O)CCC(=O)N1CCC(CNC(=O)NC23CC4CC(CC(C4)C2)C3)CC1,8.207608310501746,CHEMBL217711,CHEMBL2409
COC(=O)CCC(=O)N1CCC(NC(=O)NC23CC4CC(CC(C4)C2)C3)CC1,8.045757490560675,CHEMBL215827,CHEMBL2409
COC(=O)CCC(NC(=O)c1ccc2c(c1)C(=O)c1ccc(Nc3ccc(F)cc3F)cc1CC2)C(=O)OC,8.022878745280337,CHEMBL2316197,CHEMBL260
COC(=O)CCCC(=O)N1CCC(CNC(=O)NC23CC4CC(CC(C4)C2)C3)CC1,8.468521082957745,CHEMBL384075,CHEMBL2409
COC(=O)CCCC(=O)N1CCC(NC(=O)NC23CC4CC(CC(C4)C2)C3)CC1,8.568636235841012,CHEMBL214505,CHEMBL2409
COC(=O)CCCCCCCc1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F,6.769551078621726,CHEMBL3979648,CHEMBL1865
COC(=O)CCCCCCOc1ccc(Nc2nccc(-c3ccc(NC(C)=O)cc3)n2)cc1,5.501689446210399,CHEMBL4282877,CHEMBL1865
COC(=O)CCCCCNC(=O)NC12CC3CC(CC(C3)C1)C2,5.7447274948966935,CHEMBL219095,CHEMBL2409
COC(=O)CCCCCNC(=O)NC1CCCCC1,5.494850021680094,CHEMBL219974,CHEMBL2409
COC(=O)CCCNC(=O)NC1CCCCC1,5.207608310501746,CHEMBL220415,CHEMBL2409
COC(=O)CCCc1ccc(NC(=O)NC23CC4CC(CC(C4)C2)C3)cc1,8.508638306165727,CHEMBL514369,CHEMBL2409
COC(=O)CCc1ccc(NC(=O)NC23CC4CC(CC(C4)C2)C3)cc1,8.678273661756906,CHEMBL477237,CHEMBL2409
COC(=O)CN1CC(Nc2nc3cc(C)ccc3[nH]2)C(OC(=O)c2ccc(-c3ccccc3)cc2)C1,6.2441251443275085,CHEMBL3745864,CHEMBL4822
COC(=O)CNC(=O)C(C)NC(=O)C1CCCN1C(=O)CNC(=O)C(C)N,7.0,CHEMBL4474324,CHEMBL230
COC(=O)CNC(=O)C(C)NC(=O)C1CCCN1C(=O)CNC(=O)C(C)NC(=O)OCc1ccccc1,6.3979400086720375,CHEMBL4458529,CHEMBL230
COC(=O)CNC(=O)C(C)NC(=O)C1CCCN1C(=O)CNC(=O)CNC(=O)C(C)N,5.698970004336019,CHEMBL4473414,CHEMBL230
COC(=O)CNC(=O)C(CCSC)NC(=O)C(Cc1ccccc1)NC(=O)C1CCCN1C(=O)OC(C)(C)C,6.3979400086720375,CHEMBL4544072,CHEMBL230
COC(=O)CNC(=O)CNC(=O)OCc1ccccc1,6.0,CHEMBL3809154,CHEMBL230
COC(=O)CNc1nc(-c2cccc(O)c2)nc(N2CCOCC2)n1,5.928117992693874,CHEMBL3774664,CHEMBL4005
COC(=O)COc1ccc(C=Cc2ccc(Cl)cc2)cc1,5.12366667091362,CHEMBL4216426,CHEMBL230
COC(=O)COc1ccc(C=Cc2ccc([N+](=O)[O-])cc2)cc1,5.127202960010401,CHEMBL4218075,CHEMBL230
COC(=O)CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(C)=O)c2)n1C,6.527243550682788,CHEMBL3394094,CHEMBL260
COC(=O)C[N+]1(C)CCC(CCC(=O)C2Cc3cc(OC)c(OC)cc3S2)CC1,7.267606240177031,CHEMBL188714,CHEMBL220
COC(=O)Cc1ccc(CNC(=O)C2CCCN2C(=O)CC(N)Cc2ccccc2F)cc1,6.769551078621726,CHEMBL185244,CHEMBL284
COC(=O)Cc1ccc(CNC(=O)C2CSCN2C(=O)CC(N)Cc2ccccc2F)cc1,7.060480747381382,CHEMBL186482,CHEMBL284
COC(=O)Cc1ccc(NC(=O)NC23CC4CC(CC(C4)C2)C3)cc1,8.377243666092925,CHEMBL477238,CHEMBL2409
COC(=O)N1CCN(c2nc(-c3ccncn3)cc(=O)n2C)C(C)C1,7.154901959985743,CHEMBL4076038,CHEMBL262
COC(=O)Nc1cc(Nc2ncnc3cc(OC)c(OC)cc23)ccc1C,5.107905397309519,CHEMBL2018761_CHEMBL3221553,CHEMBL279
COC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1,5.236572006437063,CHEMBL1761929,CHEMBL279
COC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1C,6.070581074285707,CHEMBL2018755_CHEMBL3221552,CHEMBL279
COC(=O)Nc1ccc(Nc2ncnc3cc(OC)c(OC)cc23)cc1Cl,5.296708621881338,CHEMBL2018751_CHEMBL3221558,CHEMBL279
COC(=O)Nc1ccc(Oc2ncnc3cc(OC)c(OC)cc23)cc1,6.154901959985743,CHEMBL1761930,CHEMBL279
COC(=O)Nc1ccc2c(c1)C(=Cc1ccc(O)cc1)C(=O)N2,6.808548985535104,CHEMBL4474153,CHEMBL262
COC(=O)Nc1ccc2c(c1)C(=Cc1ccc([N+](=O)[O-])cc1)C(=O)N2,6.458545571252412,CHEMBL4514599,CHEMBL262
COC(=O)c1[nH]c2cc(S(C)(=O)=O)ccc2c1Sc1ccc(F)cc1,5.958607314841775,CHEMBL184039,CHEMBL230
COC(=O)c1[nH]c2cc(S(C)(=O)=O)ccc2c1Sc1ccc(F)cc1F,6.42021640338319,CHEMBL183101,CHEMBL230
COC(=O)c1c(CCCCCCCC(=O)NO)cccc1OC,6.666754301038037,CHEMBL4455730,CHEMBL1865
COC(=O)c1c(Oc2cccc(NC(=O)c3cccc(C(C)(C)C#N)c3)c2)ccc2nc(NC(=O)C3CC3)sc12,7.481486060122112,CHEMBL3125893,CHEMBL279
COC(=O)c1c[n+](Cc2cccc(Cl)c2)ccc1CCC(=O)c1ccc(OC)c(OC)c1,6.767003889607846,CHEMBL4171568,CHEMBL220
COC(=O)c1cc(-c2c(F)cccc2F)c2c(c1)N(c1c(Cl)cccc1Cl)C(=O)NC2,7.3570411205902095,CHEMBL316337,CHEMBL260
COC(=O)c1cc(-c2ccc(C(F)(F)F)cc2)c2c(c1)N(c1c(Cl)cccc1Cl)C(=O)NC2,6.885989838296538,CHEMBL94719,CHEMBL260
COC(=O)c1cc(-c2ccc(C)cc2)c2c(c1)N(c1c(Cl)cccc1Cl)C(=O)NC2,7.3570411205902095,CHEMBL97579,CHEMBL260
COC(=O)c1cc(-c2ccc(Cl)cc2)c2c(c1)N(c1c(Cl)cccc1Cl)C(=O)NC2,7.327994554977048,CHEMBL330358,CHEMBL260
COC(=O)c1cc(-c2ccc(F)cc2)c2c(c1)N(c1c(Cl)cccc1Cl)C(=O)NC2,7.657972311912529,CHEMBL328252,CHEMBL260
COC(=O)c1cc(-c2ccc(F)cc2C)c2c(c1)N(c1c(Cl)cccc1Cl)C(=O)NC2,7.95900230757651,CHEMBL94783,CHEMBL260
COC(=O)c1cc(-c2ccc(F)cc2F)c2c(c1)N(c1c(Cl)cccc1Cl)C(=O)NC2,8.155026061853112,CHEMBL94547,CHEMBL260
COC(=O)c1cc(-c2cccc(C(F)(F)F)c2)c2c(c1)N(c1c(Cl)cccc1Cl)C(=O)NC2,6.770011163455189,CHEMBL328752,CHEMBL260
COC(=O)c1cc(-c2cccc(C)c2)c2c(c1)N(c1c(Cl)cccc1Cl)C(=O)NC2,6.49499933607313,CHEMBL328274,CHEMBL260
COC(=O)c1cc(-c2cccc(Cl)c2)c2c(c1)N(c1c(Cl)cccc1Cl)C(=O)NC2,7.1739900222089,CHEMBL421566,CHEMBL260
COC(=O)c1cc(-c2cccc(F)c2)c2c(c1)N(c1c(Cl)cccc1Cl)C(=O)NC2,7.101988261202498,CHEMBL94852,CHEMBL260
COC(=O)c1cc(-c2ccccc2)c2c(c1)N(c1c(Cl)cccc1Cl)C(=O)NC2,7.523023534240472,CHEMBL421194,CHEMBL260
COC(=O)c1cc(-c2ccccc2C)c2c(c1)N(c1c(Cl)cccc1Cl)C(=O)NC2,7.95900230757651,CHEMBL94377,CHEMBL260
COC(=O)c1cc(-c2ccccc2Cl)c2c(c1)N(c1c(Cl)cccc1Cl)C(=O)NC2,8.84948500216801,CHEMBL94556,CHEMBL260
COC(=O)c1cc(-c2ccccc2F)c2c(c1)N(c1c(Cl)cccc1Cl)C(=O)NC2,8.155026061853112,CHEMBL94495,CHEMBL260
COC(=O)c1cc(C)c2c(n1)sc1ccc(OC)cc12,5.657577319177793,CHEMBL4169090,CHEMBL4822
COC(=O)c1cc(C)nc2sc3cccc(OC)c3c12,6.221848749616356,CHEMBL4177357,CHEMBL4822
COC(=O)c1cc(C=Cc2cc(O)cc(O)c2)ccc1O,6.0,CHEMBL3765737,CHEMBL230
COC(=O)c1cc(CNc2ccc(S(=O)(=O)Nc3nnc(C)s3)cc2)cc(-c2ccc(OC)nc2)c1,7.337242168318426,CHEMBL3582353,CHEMBL4005
COC(=O)c1cc(N=Cc2ccc(S(N)(=O)=O)cc2)ccc1O,5.504455662453552,CHEMBL446198,CHEMBL230
COC(=O)c1cc(NC(=O)NC23CC4CC(CC(C4)C2)C3)ccc1O,7.915456821256488,CHEMBL477247,CHEMBL2409
COC(=O)c1cc2c(Oc3ccc4[nH]ccc4c3)ncnn2c1,6.6777807052660805,CHEMBL381104,CHEMBL279
COC(=O)c1cc2cc(S(C)(=O)=O)ccc2n1Cc1ccc(Cl)cc1,5.366531544420413,CHEMBL285975,CHEMBL230
COC(=O)c1ccc(-c2ccc(C=C3SC(=O)NC3=O)o2)c(O)c1,6.6777807052660805,CHEMBL377152,CHEMBL4005
COC(=O)c1ccc(-c2coc3ccc(-c4ccc(C)o4)cc23)cc1,6.698970004336019,CHEMBL573480,CHEMBL262
COC(=O)c1ccc(-c2csc3c(=O)cc(N4CCOCC4)oc23)cc1,6.3979400086720375,CHEMBL2326953,CHEMBL4005
COC(=O)c1ccc(-c2nnc(Nc3ccc(Cl)cc3)c3ccccc23)cc1,6.443697499232712,CHEMBL193346,CHEMBL279
COC(=O)c1ccc(-c2nnc(Nc3ccc(OC(F)(F)Cl)cc3)c3ccccc23)cc1,6.200659450546418,CHEMBL194042,CHEMBL279
COC(=O)c1ccc(-c2nnn3c2CN(C(=O)CC(N)Cc2cc(F)c(F)cc2F)CC3)cc1,7.906578314837764,CHEMBL1683991,CHEMBL284
COC(=O)c1ccc(C(=O)N2CCC(CNC(=O)NC34CC5CC(CC(C5)C3)C4)CC2)cc1,8.823908740944319,CHEMBL215908,CHEMBL2409
COC(=O)c1ccc(C(=O)N2CCC(NC(=O)NC34CC5CC(CC(C5)C3)C4)CC2)cc1,8.958607314841775,CHEMBL215999,CHEMBL2409
COC(=O)c1ccc(C(N)Cc2cc(F)c(F)cc2F)cc1,5.667914147319035,CHEMBL471648_CHEMBL501314_CHEMBL509672,CHEMBL284
COC(=O)c1ccc(C=Nc2ccc(S(N)(=O)=O)cc2)cc1,5.563837352959244,CHEMBL406434,CHEMBL230
COC(=O)c1ccc(CON=Cc2ccc(C=CC(=O)NO)cc2)cc1,7.026872146400302,CHEMBL471043,CHEMBL1865
COC(=O)c1ccc(COc2c(OC)ccc3cc4[n+](cc23)CCc2cc3c(cc2-4)OCO3)cc1,5.585026652029182,CHEMBL4748939,CHEMBL220
COC(=O)c1ccc(CSc2nnc(-c3ccc4c(c3)OCCO4)o2)cc1,7.443697499232712,CHEMBL2064520,CHEMBL262
COC(=O)c1ccc(C[n+]2ccc(CCC(=O)C3Cc4cc(OC)c(OC)cc4S3)cc2)cc1,6.0,CHEMBL188011,CHEMBL220
COC(=O)c1ccc(N=Cc2ccc(S(N)(=O)=O)cc2)cc1,5.429457060118103,CHEMBL255174,CHEMBL230
COC(=O)c1ccc(NC(=O)C2CCN(S(=O)(=O)c3ccc(C)cc3C)CC2)cc1,8.070581074285707,CHEMBL2313194,CHEMBL2409
COC(=O)c1ccc(NC(=O)NC23CC4CC(CC(C4)C2)C3)cc1,8.387216143280265,CHEMBL478505,CHEMBL2409
COC(=O)c1ccc(NC(=O)NC23CC4CC(CC(C4)C2)C3)cc1O,8.675500897089313,CHEMBL476614,CHEMBL2409
COC(=O)c1ccc(NC(=O)NC2CCC(Oc3cc(C(=O)OC)cc(C(=O)OC)c3)CC2)cc1,8.42021640338319,CHEMBL2031935,CHEMBL2409
COC(=O)c1ccc(NC(=O)NC2CCC(Oc3ccc(F)cc3)CC2)cc1,8.537602002101044,CHEMBL438983,CHEMBL2409
COC(=O)c1ccc(NC(=O)NC2CCCCCC2)cc1,7.910094888560602,CHEMBL2031939,CHEMBL2409
COC(=O)c1ccc(Nc2nnc(-c3ccc(C(N)=O)cc3)c3ccccc23)cc1,5.568636235841012,CHEMBL196610,CHEMBL279
COC(=O)c1ccc2c(c1)C(=O)c1ccc(Nc3cc(NC(=O)c4cccs4)c(F)cc3F)cc1OC2,8.886056647693163,CHEMBL4090650,CHEMBL260
COC(=O)c1ccc2c(c1)C(=O)c1ccc(Nc3cc(NC(=O)c4ccsc4)c(F)cc3C)cc1OC2,9.397940008672036,CHEMBL4072910,CHEMBL260
COC(=O)c1ccc2c(c1)C(=O)c1ccc(Nc3ccc(F)c(NC(=O)C4CC4)c3)cc1OC2,7.75448733218585,CHEMBL4076787,CHEMBL260
COC(=O)c1ccc2c(c1)C(=O)c1ccc(Nc3ccc(F)c(NC(=O)c4ccccc4)c3)cc1CC2,9.096910013008056,CHEMBL4075759,CHEMBL260
COC(=O)c1ccc2c(c1)C(=O)c1ccc(Nc3ccc(F)c(NC(=O)c4ccccc4)c3)cc1OC2,8.920818753952375,CHEMBL4084905,CHEMBL260
COC(=O)c1ccc2c(c1)C(=O)c1ccc(Nc3ccc(F)c(NC(=O)c4cccs4)c3)cc1CC2,8.958607314841775,CHEMBL4075277,CHEMBL260
COC(=O)c1ccc2c(c1)C(=O)c1ccc(Nc3ccc(F)c(NC(=O)c4cccs4)c3)cc1OC2,9.221848749616356,CHEMBL4064695,CHEMBL260
COC(=O)c1ccc2c(c1)NC(=O)C2=C(Nc1ccc(N(C)C(=O)CN2CCN(C)CC2)cc1)c1ccccc1,7.937564091097762,CHEMBL3039504_CHEMBL502835,CHEMBL279
COC(=O)c1ccc2c(c1)NC(=O)C2=C(Nc1ccc(N2C(=O)CCC2CN(C)C)cc1)c1ccccc1,7.292429823902063,CHEMBL4162743,CHEMBL279
COC(=O)c1ccc2c(c1)NC(=O)C2=C(Nc1ccc2c(c1)N(C(=O)CN(C)C)CC2)c1ccccc1,7.187086643357144,CHEMBL4166319,CHEMBL279
COC(=O)c1ccc2c(c1)NC(=O)C2=C(Nc1ccc2c(c1)N(C(=O)CN1CCCC1=O)CC2)c1ccccc1,6.638272163982407,CHEMBL4165455,CHEMBL279
COC(=O)c1ccc2c(c1)NC(=O)C2=C(Nc1ccc2c(c1)N(C(=O)CN1CCOCC1)CC2)c1ccccc1,6.958607314841775,CHEMBL4168811,CHEMBL279
COC(=O)c1ccc2c(c1)NC(=O)C2=C(Nc1ccc2c(c1)N(C(=O)Cn1cccn1)CC2)c1ccccc1,6.522878745280337,CHEMBL4161551,CHEMBL279
COC(=O)c1ccc2c(c1)NC(=O)C2=C(Nc1ccc2c(c1)N(C(=O)Cn1cncn1)CC2)c1ccccc1,7.0,CHEMBL4172155,CHEMBL279
COC(=O)c1ccc2c(c1)c1nc(N3CCCC(N)C3)n(Cc3ccccc3Cl)c1c(=O)n2C,7.67778070526608,CHEMBL2147079,CHEMBL284
